variable,cycle,table,raw_name,weight,description,category,in_dataset,units,chemical_family
PFD069K,2007-2008,PFQ_E,,,How long (have/has) (you/SP) had lung or breathing problems (# of days)?,Physical Functioning,Q,,
PFD069L,2001-2002,PFQ_B,,,How long (have/has) (you/SP) had mental retardation (# of days)?,Physical Functioning,Q,,
PFD069L,2003-2004,PFQ_C,,,How long (have/has) (you/SP) had mental retardation (# of days)?,Physical Functioning,Q,,
PFD069L,2005-2006,PFQ_D,,,How long (have/has) (you/SP) had mental retardation (# of days)?,Physical Functioning,Q,,
PFD069L,2007-2008,PFQ_E,,,How long (have/has) (you/SP) had mental retardation (# of days)?,Physical Functioning,Q,,
PFD069M,2001-2002,PFQ_B,,,How long (have/has) (you/SP) had other injury problems (# of days)?,Physical Functioning,Q,,
PFD069M,2003-2004,PFQ_C,,,How long (have/has) (you/SP) had other injury problems (# of days)?,Physical Functioning,Q,,
PFD069M,2005-2006,PFQ_D,,,How long (have/has) (you/SP) had other injury problems (# of days)?,Physical Functioning,Q,,
PFD069M,2007-2008,PFQ_E,,,How long (have/has) (you/SP) had other injury problems (# of days)?,Physical Functioning,Q,,
PFD069N,2001-2002,PFQ_B,,,How long (have/has) (you/SP) had senility (# of days)?,Physical Functioning,Q,,
PFD069N,2003-2004,PFQ_C,,,How long (have/has) (you/SP) had senility (# of days)?,Physical Functioning,Q,,
PFD069N,2005-2006,PFQ_D,,,How long (have/has) (you/SP) had senility (# of days)?,Physical Functioning,Q,,
PFD069N,2007-2008,PFQ_E,,,How long (have/has) (you/SP) had senility (# of days)?,Physical Functioning,Q,,
PFD069O,2001-2002,PFQ_B,,,How long (have/has) (you/SP) had stroke problems (# of days)?,Physical Functioning,Q,,
PFD069O,2003-2004,PFQ_C,,,How long (have/has) (you/SP) had stroke problems (# of days)?,Physical Functioning,Q,,
PFD069O,2005-2006,PFQ_D,,,How long (have/has) (you/SP) had stroke problems (# of days)?,Physical Functioning,Q,,
PFD069O,2007-2008,PFQ_E,,,How long (have/has) (you/SP) had stroke problems (# of days)?,Physical Functioning,Q,,
PFD069P,2001-2002,PFQ_B,,,How long (have/has) (you/SP) had vision problems (# of days)?,Physical Functioning,Q,,
PFD069P,2003-2004,PFQ_C,,,How long (have/has) (you/SP) had vision problems (# of days)?,Physical Functioning,Q,,
PFD069P,2005-2006,PFQ_D,,,How long (have/has) (you/SP) had vision problems (# of days)?,Physical Functioning,Q,,
PFD069P,2007-2008,PFQ_E,,,How long (have/has) (you/SP) had vision problems (# of days)?,Physical Functioning,Q,,
PFD069PG,1999-2000,PFQ,,,How long (have/has) (you/SP) had vision problems?,Physical Functioning,Q,,
PFD069PQ,1999-2000,PFQ,,,How long {have you/has SP} had vision problems?,Physical Functioning,Q,,
PFD069PU,1999-2000,PFQ,,,UNIT OF MEASURE,Physical Functioning,Q,,
PFD069Q,2001-2002,PFQ_B,,,How long (have/has) (you/SP) had weight problems (# of days)?,Physical Functioning,Q,,
PFD069Q,2003-2004,PFQ_C,,,How long (have/has) (you/SP) had weight problems (# of days)?,Physical Functioning,Q,,
PFD069Q,2005-2006,PFQ_D,,,How long (have/has) (you/SP) had weight problems (# of days)?,Physical Functioning,Q,,
PFD069Q,2007-2008,PFQ_E,,,How long (have/has) (you/SP) had weight problems (# of days)?,Physical Functioning,Q,,
PFD069QG,1999-2000,PFQ,,,How long (have/has) (you/SP) had weight problems?,Physical Functioning,Q,,
PFD069QQ,1999-2000,PFQ,,,How long {have you/has SP} had weight problems?,Physical Functioning,Q,,
PFD069QU,1999-2000,PFQ,,,UNIT OF MEASURE,Physical Functioning,Q,,
PFD069R,2001-2002,PFQ_B,,,How long (have/has) (you/SP) had the other impairment you mentioned (# of days)?,Physical Functioning,Q,,
PFD069R,2003-2004,PFQ_C,,,How long (have/has) (you/SP) had the other impairment you mentioned (# of days)?,Physical Functioning,Q,,
PFD069R,2005-2006,PFQ_D,,,How long (have/has) (you/SP) had the other impairment you mentioned (# of days)?,Physical Functioning,Q,,
PFD069R,2007-2008,PFQ_E,,,How long (have/has) (you/SP) had the other impairment you mentioned (# of days)?,Physical Functioning,Q,,
PFD069RG,1999-2000,PFQ,,,How long (have/has) (you/SP) had the other impairment you mentioned?,Physical Functioning,Q,,
PFD069RQ,1999-2000,PFQ,,,How long {have you/has SP} had the other impairment you mentioned?,Physical Functioning,Q,,
PFD069RU,1999-2000,PFQ,,,UNIT OF MEASURE,Physical Functioning,Q,,
PFQ010,1999-2000,PFQ,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness. Please ",Physical Functioning,Q,,
PFQ010,2001-2002,PFQ_B,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness. Please ",Physical Functioning,Q,,
PFQ010,2003-2004,PFQ_C,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness. Please ",Physical Functioning,Q,,
PFQ010,2005-2006,PFQ_D,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness. Please ",Physical Functioning,Q,,
PFQ010,2007-2008,PFQ_E,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness. Please ",Physical Functioning,Q,,
PFQ015,1999-2000,PFQ,,,Is {SP} able to take part at all in the usual kinds of play activities done by most children {his/her} age?,Physical Functioning,Q,,
PFQ015,2001-2002,PFQ_B,,,Is {SP} able to take part at all in the usual kinds of play activities done by most children {his/her} age?,Physical Functioning,Q,,
PFQ015,2003-2004,PFQ_C,,,Is {SP} able to take part at all in the usual kinds of play activities done by most children {his/her} age?,Physical Functioning,Q,,
PFQ015,2005-2006,PFQ_D,,,Is {SP} able to take part at all in the usual kinds of play activities done by most children {his/her} age?,Physical Functioning,Q,,
PFQ015,2007-2008,PFQ_E,,,Is {SP} able to take part at all in the usual kinds of play activities done by most children {his/her} age?,Physical Functioning,Q,,
PFQ020,1999-2000,PFQ,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {crawl, walk or play} {walk, run or ",Physical Functioning,Q,,
PFQ020,2001-2002,PFQ_B,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {crawl, walk or play} {walk, run or ",Physical Functioning,Q,,
PFQ020,2003-2004,PFQ_C,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {crawl, walk or play} {walk, run or ",Physical Functioning,Q,,
PFQ020,2005-2006,PFQ_D,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {crawl, walk or play} {walk, run or ",Physical Functioning,Q,,
PFQ020,2007-2008,PFQ_E,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {crawl, walk or play} {walk, run or ",Physical Functioning,Q,,
PFQ020,2009-2010,PFQ_F,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {walk, run or play} {walk or run}?",Physical Functioning,Q,,
PFQ020,2011-2012,PFQ_G,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {walk, run or play} {walk or run}?",Physical Functioning,Q,,
PFQ020,2013-2014,PFQ_H,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {walk, run or play} {walk or run}?",Physical Functioning,Q,,
PFQ020,2015-2016,PFQ_I,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {walk, run or play} {walk or run}?",Physical Functioning,Q,,
PFQ020,2017-2018,PFQ_J,,,"{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {walk, run or play} {walk or run}?",Physical Functioning,Q,,
PFQ030,1999-2000,PFQ,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2001-2002,PFQ_B,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2003-2004,PFQ_C,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2005-2006,PFQ_D,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2007-2008,PFQ_E,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2009-2010,PFQ_F,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2011-2012,PFQ_G,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2013-2014,PFQ_H,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2015-2016,PFQ_I,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ030,2017-2018,PFQ_J,,,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",Physical Functioning,Q,,
PFQ033,2013-2014,PFQ_H,,,"{Do you/Does SP} have any impairment or health problem that requires {you/him/her} to use special equipment, such as a brace, a ",Physical Functioning,Q,,
PFQ033,2015-2016,PFQ_I,,,"{Do you/Does SP} have any impairment or health problem that requires {you/him/her} to use special equipment, such as a brace, a ",Physical Functioning,Q,,
PFQ033,2017-2018,PFQ_J,,,"{Do you/Does SP} have any impairment or health problem that requires {you/him/her} to use special equipment, such as a brace, a ",Physical Functioning,Q,,
PFQ040,1999-2000,PFQ,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ041,2003-2004,PFQ_C,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ041,2005-2006,PFQ_D,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ041,2007-2008,PFQ_E,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ041,2009-2010,PFQ_F,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ041,2011-2012,PFQ_G,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ041,2013-2014,PFQ_H,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ041,2015-2016,PFQ_I,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ041,2017-2018,PFQ_J,,,Does {SP} receive Special Education or Early Intervention Services?,Physical Functioning,Q,,
PFQ048,1999-2000,PFQ,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ048,2001-2002,PFQ_B,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ049,2003-2004,PFQ_C,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ049,2005-2006,PFQ_D,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ049,2007-2008,PFQ_E,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ049,2009-2010,PFQ_F,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ049,2011-2012,PFQ_G,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ049,2013-2014,PFQ_H,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ049,2015-2016,PFQ_I,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ049,2017-2018,PFQ_J,,,"The next set of questions is about limitations caused by any long-term physical, mental or emotional problem or illness.  Please",Physical Functioning,Q,,
PFQ050,1999-2000,PFQ,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ050,2001-2002,PFQ_B,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ051,2003-2004,PFQ_C,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ051,2005-2006,PFQ_D,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ051,2007-2008,PFQ_E,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ051,2009-2010,PFQ_F,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ051,2011-2012,PFQ_G,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ051,2013-2014,PFQ_H,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ051,2015-2016,PFQ_I,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ051,2017-2018,PFQ_J,,,"{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ054,2003-2004,PFQ_C,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ054,2005-2006,PFQ_D,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ054,2007-2008,PFQ_E,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ054,2009-2010,PFQ_F,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ054,2011-2012,PFQ_G,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ054,2013-2014,PFQ_H,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ054,2015-2016,PFQ_I,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ054,2017-2018,PFQ_J,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ055,1999-2000,PFQ,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ055,2001-2002,PFQ_B,,,"Because of a health problem, {do you/does SP} have difficulty walking without using any special equipment?",Physical Functioning,Q,,
PFQ056,1999-2000,PFQ,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ056,2001-2002,PFQ_B,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ057,2003-2004,PFQ_C,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ057,2005-2006,PFQ_D,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ057,2007-2008,PFQ_E,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ057,2009-2010,PFQ_F,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ057,2011-2012,PFQ_G,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ057,2013-2014,PFQ_H,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ057,2015-2016,PFQ_I,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ057,2017-2018,PFQ_J,,,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Physical Functioning,Q,,
PFQ059,1999-2000,PFQ,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2001-2002,PFQ_B,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2003-2004,PFQ_C,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2005-2006,PFQ_D,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2007-2008,PFQ_E,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2009-2010,PFQ_F,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2011-2012,PFQ_G,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2013-2014,PFQ_H,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2015-2016,PFQ_I,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ059,2017-2018,PFQ_J,,,"{Are you/Is SP} limited in any way in any activity because of a physical, mental or emotional problem?",Physical Functioning,Q,,
PFQ060A,1999-2000,PFQ,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem. By ""health pro",Physical Functioning,Q,,
PFQ060A,2001-2002,PFQ_B,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem. By ""health pro",Physical Functioning,Q,,
PFQ060B,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ060B,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ060C,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ060C,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ060D,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .stooping, ",Physical Functioning,Q,,
PFQ060D,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .stooping, ",Physical Functioning,Q,,
PFQ060E,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .lifting or",Physical Functioning,Q,,
PFQ060E,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .lifting or",Physical Functioning,Q,,
PFQ060F,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .doing chor",Physical Functioning,Q,,
PFQ060F,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .doing chor",Physical Functioning,Q,,
PFQ060G,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .preparing ",Physical Functioning,Q,,
PFQ060G,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .preparing ",Physical Functioning,Q,,
PFQ060H,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fr",Physical Functioning,Q,,
PFQ060H,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fr",Physical Functioning,Q,,
PFQ060I,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .standing u",Physical Functioning,Q,,
PFQ060I,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .standing u",Physical Functioning,Q,,
PFQ060J,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .getting in",Physical Functioning,Q,,
PFQ060J,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .getting in",Physical Functioning,Q,,
PFQ060K,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .eating, li",Physical Functioning,Q,,
PFQ060K,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .eating, li",Physical Functioning,Q,,
PFQ060L,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .dressing {",Physical Functioning,Q,,
PFQ060L,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .dressing {",Physical Functioning,Q,,
PFQ060M,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .standing o",Physical Functioning,Q,,
PFQ060M,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .standing o",Physical Functioning,Q,,
PFQ060N,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .sitting fo",Physical Functioning,Q,,
PFQ060N,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .sitting fo",Physical Functioning,Q,,
PFQ060O,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .reaching u",Physical Functioning,Q,,
PFQ060O,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .reaching u",Physical Functioning,Q,,
PFQ060P,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .using {you",Physical Functioning,Q,,
PFQ060P,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .using {you",Physical Functioning,Q,,
PFQ060Q,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .going out ",Physical Functioning,Q,,
PFQ060Q,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .going out ",Physical Functioning,Q,,
PFQ060R,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .participat",Physical Functioning,Q,,
PFQ060R,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .participat",Physical Functioning,Q,,
PFQ060S,1999-2000,PFQ,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .doing thin",Physical Functioning,Q,,
PFQ060S,2001-2002,PFQ_B,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .doing thin",Physical Functioning,Q,,
PFQ061A,2003-2004,PFQ_C,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem.  By ""health pr",Physical Functioning,Q,,
PFQ061A,2005-2006,PFQ_D,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem.  By ""health pr",Physical Functioning,Q,,
PFQ061A,2007-2008,PFQ_E,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem.  By ""health pr",Physical Functioning,Q,,
PFQ061A,2009-2010,PFQ_F,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem.  By ""health pr",Physical Functioning,Q,,
PFQ061A,2011-2012,PFQ_G,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem.  By ""health pr",Physical Functioning,Q,,
PFQ061A,2013-2014,PFQ_H,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem.  By ""health pr",Physical Functioning,Q,,
PFQ061A,2015-2016,PFQ_I,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem.  By ""health pr",Physical Functioning,Q,,
PFQ061A,2017-2018,PFQ_J,,,"The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem.  By ""health pr",Physical Functioning,Q,,
PFQ061B,2003-2004,PFQ_C,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ061B,2005-2006,PFQ_D,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ061B,2007-2008,PFQ_E,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ061B,2009-2010,PFQ_F,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ061B,2011-2012,PFQ_G,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ061B,2013-2014,PFQ_H,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ061B,2015-2016,PFQ_I,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ061B,2017-2018,PFQ_J,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking fo",Physical Functioning,Q,,
PFQ061C,2003-2004,PFQ_C,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ061C,2005-2006,PFQ_D,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ061C,2007-2008,PFQ_E,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ061C,2009-2010,PFQ_F,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ061C,2011-2012,PFQ_G,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ061C,2013-2014,PFQ_H,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ061C,2015-2016,PFQ_I,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ061C,2017-2018,PFQ_J,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .walking up",Physical Functioning,Q,,
PFQ061D,2003-2004,PFQ_C,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .stooping, ",Physical Functioning,Q,,
PFQ061D,2005-2006,PFQ_D,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .stooping, ",Physical Functioning,Q,,
PFQ061D,2007-2008,PFQ_E,,,"By {yourself/himself/herself} and without using any special equipment, how much difficulty {do you/does SP} have . . .stooping, ",Physical Functioning,Q,,
